DATA;USUARIO;CPSSOA_JURID;CUND_ORGNZ
14/11/2022;I319983;2269651;08608
14/11/2022;I320054;0;0
14/11/2022;I320489;0;0
14/11/2022;I320666;0;0
14/11/2022;I324222;0;0
14/11/2022;I326368;0;0
14/11/2022;I326531;0;0
14/11/2022;I328165;0;0
14/11/2022;I329218;0;0
14/11/2022;I329444;0;0
14/11/2022;I330167;0;0
14/11/2022;I331378;0;0
14/11/2022;I332176;0;0
14/11/2022;I332377;0;0
14/11/2022;I333661;0;0
14/11/2022;I334259;0;0
14/11/2022;I334288;0;0
14/11/2022;I334437;0;0
14/11/2022;I334461;0;0
14/11/2022;I335252;0;0
14/11/2022;I335438;0;0
14/11/2022;I335438;2269651;03644
14/11/2022;I335438;2269651;08595
14/11/2022;I336711;0;0
14/11/2022;I337019;0;0
14/11/2022;I337408;0;0
14/11/2022;I337697;0;0
14/11/2022;I338131;0;0
14/11/2022;I338261;0;0
14/11/2022;I343494;0;0
14/11/2022;I350725;0;0
14/11/2022;I351667;0;0
14/11/2022;I351981;0;0
14/11/2022;I354618;0;0
14/11/2022;I355302;0;0
14/11/2022;I358158;0;0
14/11/2022;I360687;0;0
14/11/2022;I360751;0;0
14/11/2022;I360895;0;0
14/11/2022;I361392;0;0
14/11/2022;I361461;0;0
14/11/2022;I362088;0;0
14/11/2022;I362310;0;0
14/11/2022;I362996;0;0
14/11/2022;I363954;0;0
14/11/2022;I364634;0;0
14/11/2022;I364654;0;0
14/11/2022;I364848;0;0
14/11/2022;I365532;0;0
14/11/2022;I365921;0;0
14/11/2022;I366166;0;0
14/11/2022;I367227;0;0
14/11/2022;I370077;0;0
14/11/2022;I370622;0;0
14/11/2022;I372798;0;0
14/11/2022;I372838;0;0
14/11/2022;I373198;0;0
14/11/2022;I373277;0;0
14/11/2022;I374153;0;0
14/11/2022;I374158;0;0
14/11/2022;I374225;0;0
14/11/2022;I375214;0;0
14/11/2022;I375255;0;0
14/11/2022;I376486;0;0
14/11/2022;I376540;0;0
14/11/2022;I376698;0;0
14/11/2022;I378674;0;0
14/11/2022;I380389;0;0
14/11/2022;I384097;0;0
14/11/2022;I384540;0;0
14/11/2022;I384900;0;0
14/11/2022;I388506;0;0
14/11/2022;I388509;0;0
14/11/2022;I389880;0;0
14/11/2022;I390289;0;0
14/11/2022;I390488;0;0
14/11/2022;I391473;0;0
14/11/2022;I391473;2269651;06935
14/11/2022;I391473;2269651;08606
14/11/2022;I393302;0;0
14/11/2022;I393459;0;0
14/11/2022;I393967;0;0
14/11/2022;I394092;0;0
14/11/2022;I394242;0;0
14/11/2022;I394821;0;0
14/11/2022;I395778;0;0
14/11/2022;I396193;0;0
14/11/2022;I396883;0;0
14/11/2022;I396934;0;0
14/11/2022;I398398;0;0
14/11/2022;I400179;0;0
14/11/2022;I400351;0;0
14/11/2022;I401014;0;0
14/11/2022;I401208;0;0
14/11/2022;I402533;0;0
14/11/2022;I404858;0;0
14/11/2022;I406659;0;0
14/11/2022;I406716;0;0
14/11/2022;I407852;0;0
14/11/2022;I407852;2269651;02156
14/11/2022;I407852;2269651;02516
14/11/2022;I407852;2269651;02856
14/11/2022;I407852;2269651;D04676
14/11/2022;I407852;2269651;04343
14/11/2022;I407852;2269651;04667
14/11/2022;I407852;2269651;08834
14/11/2022;I408520;0;0
14/11/2022;I409252;0;0
14/11/2022;I409252;2269651;02856
14/11/2022;I409252;2269651;04343
14/11/2022;I409671;0;0
14/11/2022;I410239;0;0
14/11/2022;I410461;0;0
14/11/2022;I412099;0;0
14/11/2022;I412610;0;0
14/11/2022;I413178;0;0
14/11/2022;I413848;0;0
14/11/2022;I414611;0;0
14/11/2022;I415222;0;0
14/11/2022;I415276;0;0
14/11/2022;I415310;0;0
14/11/2022;I415763;0;0
14/11/2022;I417464;0;0
14/11/2022;I417545;0;0
14/11/2022;I417606;0;0
14/11/2022;I419908;0;0
14/11/2022;I420324;0;0
14/11/2022;I421135;0;0
14/11/2022;I421306;0;0
14/11/2022;I421862;0;0
14/11/2022;I422363;0;0
14/11/2022;I423276;0;0
14/11/2022;I424135;0;0
14/11/2022;I424461;0;0
14/11/2022;I424903;0;0
14/11/2022;I425442;0;0
14/11/2022;I425690;0;0
14/11/2022;I425787;0;0
14/11/2022;I425811;0;0
14/11/2022;I425992;0;0
14/11/2022;I426004;0;0
15/11/2022;I384039;0;0
16/11/2022;C612600;0;0
16/11/2022;C718352;0;0
16/11/2022;D373740;0;0
16/11/2022;D689887;0;0
16/11/2022;D727126;0;0
16/11/2022;D914023;0;0
16/11/2022;E031028;0;0
16/11/2022;E046360;0;0
16/11/2022;E113130;0;0
16/11/2022;E151473;0;0
16/11/2022;E283264;0;0
16/11/2022;E293260;0;0
16/11/2022;E328349;0;0
16/11/2022;E351383;0;0
16/11/2022;E437954;0;0
16/11/2022;E438829;0;0
16/11/2022;E535603;0;0
16/11/2022;E538459;0;0
16/11/2022;E554624;0;0
16/11/2022;E564093;0;0
16/11/2022;E614538;0;0
16/11/2022;E640318;0;0
16/11/2022;E703352;0;0
16/11/2022;E713498;0;0
16/11/2022;E725801;0;0
16/11/2022;E753627;0;0
16/11/2022;E767300;0;0
16/11/2022;E772869;0;0
16/11/2022;E773180;0;0
16/11/2022;E792649;0;0
16/11/2022;E849217;0;0
16/11/2022;E850720;0;0
16/11/2022;E866936;0;0
16/11/2022;E886635;0;0
16/11/2022;E894441;0;0
16/11/2022;E899680;0;0
16/11/2022;E919142;0;0
16/11/2022;E921333;0;0
16/11/2022;E963060;0;0
16/11/2022;E977738;0;0
16/11/2022;E977738;2269651;02856
16/11/2022;E977738;2269651;04343
16/11/2022;E980330;0;0
16/11/2022;E982693;0;0
16/11/2022;E983916;0;0
16/11/2022;E984033;0;0
16/11/2022;E994616;0;0
16/11/2022;F005446;0;0
16/11/2022;F008674;0;0
16/11/2022;F019668;0;0
16/11/2022;F043437;0;0
16/11/2022;F055931;0;0
16/11/2022;F057934;0;0
16/11/2022;F059473;0;0
16/11/2022;F091911;0;0
16/11/2022;F104967;0;0
16/11/2022;F109896;0;0
16/11/2022;F114237;0;0
16/11/2022;F118240;0;0
16/11/2022;F125409;0;0
16/11/2022;F134394;0;0
16/11/2022;F136710;0;0
16/11/2022;F157149;0;0
16/11/2022;F169538;0;0
16/11/2022;F180868;0;0
16/11/2022;F187269;0;0
16/11/2022;F187323;0;0
16/11/2022;F212166;0;0
16/11/2022;F213618;0;0
16/11/2022;F229042;0;0
16/11/2022;F246800;0;0
16/11/2022;F251315;0;0
16/11/2022;F252761;0;0
16/11/2022;F287140;0;0
16/11/2022;F288880;0;0
16/11/2022;F290701;0;0
16/11/2022;F314783;0;0
16/11/2022;F371965;0;0
16/11/2022;F377564;0;0
16/11/2022;F382118;0;0
16/11/2022;F382720;0;0
16/11/2022;F383041;0;0
16/11/2022;F386261;0;0
16/11/2022;F426468;0;0
16/11/2022;F446990;0;0
16/11/2022;F464220;0;0
16/11/2022;F464815;0;0
16/11/2022;F481760;0;0
16/11/2022;F484310;0;0
16/11/2022;F488684;0;0
16/11/2022;F497284;0;0
16/11/2022;F552617;0;0
16/11/2022;F555136;0;0
16/11/2022;F558879;0;0
16/11/2022;F559913;0;0
16/11/2022;F563171;0;0
16/11/2022;F563171;2269651;06934
16/11/2022;F563171;2269651;08606
16/11/2022;F569110;0;0
16/11/2022;F596193;0;0
16/11/2022;F601294;0;0
16/11/2022;F605460;0;0
16/11/2022;F613780;0;0
16/11/2022;F614094;0;0
16/11/2022;F617239;0;0
16/11/2022;F631371;0;0
16/11/2022;F631940;0;0
16/11/2022;F632637;0;0
16/11/2022;F633080;0;0
16/11/2022;F634117;0;0
16/11/2022;F660886;0;0
16/11/2022;F663761;0;0
16/11/2022;F665748;0;0
16/11/2022;F671764;0;0
16/11/2022;F693997;0;0
16/11/2022;F697240;0;0
16/11/2022;F698433;0;0
16/11/2022;F708510;0;0
16/11/2022;F710050;0;0
16/11/2022;F742300;0;0
16/11/2022;F742300;2269651;03644
16/11/2022;F742300;2269651;08595
16/11/2022;F744664;0;0
16/11/2022;F752721;0;0
16/11/2022;F773974;0;0
16/11/2022;F794254;0;0
16/11/2022;F799574;0;0
16/11/2022;F805787;0;0
16/11/2022;F813348;0;0
16/11/2022;F819877;0;0
16/11/2022;F822142;0;0
16/11/2022;F836585;0;0
16/11/2022;F852092;0;0
16/11/2022;F864155;0;0
16/11/2022;F869203;0;0
16/11/2022;F895140;0;0
16/11/2022;F905196;0;0
16/11/2022;F907903;0;0
16/11/2022;F913253;0;0
16/11/2022;F927661;0;0
16/11/2022;F931529;0;0
16/11/2022;F932762;0;0
16/11/2022;F968511;0;0
16/11/2022;F971873;0;0
16/11/2022;F974007;0;0
16/11/2022;F975135;0;0
16/11/2022;G499213;0;0
16/11/2022;H904510;0;0
16/11/2022;H904936;0;0
16/11/2022;H915679;0;0
16/11/2022;H924988;0;0
16/11/2022;H931283;0;0
16/11/2022;H936811;0;0
16/11/2022;H938105;0;0
16/11/2022;H950326;0;0
16/11/2022;H963444;0;0
16/11/2022;H963444;2269651;02856
16/11/2022;H963444;2269651;04343
16/11/2022;H964130;0;0
16/11/2022;H964602;0;0
16/11/2022;H966737;0;0
16/11/2022;H967970;0;0
16/11/2022;H975280;0;0
16/11/2022;H975280;2269651;03109
16/11/2022;H975280;2269651;04667
16/11/2022;H976805;0;0
16/11/2022;H993025;0;0
16/11/2022;H997713;0;0
16/11/2022;H997730;0;0
16/11/2022;H997764;0;0
16/11/2022;I000020;0;0
16/11/2022;I003622;0;0
16/11/2022;I007954;0;0
16/11/2022;I013610;0;0
16/11/2022;I013660;0;0
16/11/2022;I025774;0;0
16/11/2022;I033130;0;0
16/11/2022;I036997;0;0
16/11/2022;I042571;0;0
16/11/2022;I047107;0;0
16/11/2022;I053646;0;0
16/11/2022;I057323;0;0
16/11/2022;I057552;0;0
16/11/2022;I060596;0;0
16/11/2022;I065563;0;0
16/11/2022;I070605;0;0
16/11/2022;I070605;2269651;02856
16/11/2022;I070605;2269651;04343
16/11/2022;I074546;0;0
16/11/2022;I084614;0;0
16/11/2022;I107002;0;0
16/11/2022;I107002;2269651;07617
16/11/2022;I107002;2269651;08608
16/11/2022;I107207;0;0
16/11/2022;I107924;0;0
16/11/2022;I113169;0;0
16/11/2022;I124390;0;0
16/11/2022;I125671;0;0
16/11/2022;I132333;0;0
16/11/2022;I145150;0;0
16/11/2022;I155120;0;0
16/11/2022;I160825;0;0
16/11/2022;I164111;0;0
16/11/2022;I169245;0;0
16/11/2022;I177710;0;0
16/11/2022;I178406;0;0
16/11/2022;I187391;0;0
16/11/2022;I187618;0;0
16/11/2022;I198873;0;0
16/11/2022;I199527;0;0
16/11/2022;I211640;0;0
16/11/2022;I212337;0;0
16/11/2022;I218734;0;0
16/11/2022;I230505;0;0
16/11/2022;I231480;0;0
16/11/2022;I233148;0;0
16/11/2022;I248986;0;0
16/11/2022;I249141;0;0
16/11/2022;I256210;0;0
16/11/2022;I259112;0;0
16/11/2022;I259759;0;0
16/11/2022;I269568;0;0
16/11/2022;I269614;0;0
16/11/2022;I273093;0;0
16/11/2022;I273093;2269651;06934
16/11/2022;I273093;2269651;08606
16/11/2022;I276530;0;0
16/11/2022;I276653;0;0
16/11/2022;I280308;0;0
16/11/2022;I284010;0;0
16/11/2022;I285482;0;0
16/11/2022;I287248;0;0
16/11/2022;I287744;0;0
16/11/2022;I288945;0;0
16/11/2022;I291480;0;0
16/11/2022;I291560;0;0
16/11/2022;I292169;0;0
16/11/2022;I292169;2269651;02856
16/11/2022;I292169;2269651;04343
16/11/2022;I292371;0;0
16/11/2022;I292977;0;0
16/11/2022;I293296;0;0
16/11/2022;I293395;0;0
16/11/2022;I293426;0;0
16/11/2022;I293430;0;0
16/11/2022;I293432;0;0
16/11/2022;I293486;0;0
16/11/2022;I293621;0;0
16/11/2022;I294206;0;0
16/11/2022;I294905;0;0
16/11/2022;I295054;0;0
16/11/2022;I295840;0;0
16/11/2022;I295977;0;0
16/11/2022;I296218;0;0
16/11/2022;I296254;0;0
16/11/2022;I296688;0;0
16/11/2022;I297522;0;0
16/11/2022;I298476;0;0
16/11/2022;I298938;0;0
16/11/2022;I299145;0;0
16/11/2022;I299648;0;0
16/11/2022;I300308;0;0
16/11/2022;I300366;0;0
16/11/2022;I300440;0;0
16/11/2022;I302639;0;0
16/11/2022;I302697;0;0
16/11/2022;I303690;0;0
16/11/2022;I304064;0;0
16/11/2022;I304072;0;0
16/11/2022;I304643;0;0
16/11/2022;I305110;0;0
16/11/2022;I306036;0;0
16/11/2022;I306554;0;0
16/11/2022;I306874;0;0
16/11/2022;I306890;0;0
16/11/2022;I306987;0;0
16/11/2022;I307256;0;0
16/11/2022;I307637;0;0
16/11/2022;I308022;0;0
16/11/2022;I308048;0;0
16/11/2022;I308650;0;0
16/11/2022;I309235;0;0
16/11/2022;I310232;0;0
16/11/2022;I311314;0;0
16/11/2022;I312339;0;0
16/11/2022;I312339;2269651;06168
16/11/2022;I312339;2269651;08606
16/11/2022;I313097;0;0
16/11/2022;I313263;0;0
16/11/2022;I315615;0;0
16/11/2022;I315923;0;0
16/11/2022;I317611;0;0
16/11/2022;I319244;0;0
16/11/2022;I319469;0;0
16/11/2022;I319473;0;0
16/11/2022;I319979;0;0
16/11/2022;I320000;0;0
16/11/2022;I320025;0;0
16/11/2022;I320035;0;0
16/11/2022;I320681;0;0
16/11/2022;I320942;0;0
16/11/2022;I321228;0;0
16/11/2022;I321586;0;0
16/11/2022;I321616;0;0
16/11/2022;I321662;0;0
16/11/2022;I321666;0;0
16/11/2022;I321747;0;0
16/11/2022;I322033;0;0
16/11/2022;I323334;0;0
16/11/2022;I324908;0;0
16/11/2022;I325015;0;0
16/11/2022;I327029;0;0
16/11/2022;I327692;0;0
16/11/2022;I327721;0;0
16/11/2022;I328165;0;0
16/11/2022;I328193;0;0
16/11/2022;I328682;0;0
16/11/2022;I328731;0;0
16/11/2022;I328743;0;0
16/11/2022;I330123;0;0
16/11/2022;I330383;0;0
16/11/2022;I330390;0;0
16/11/2022;I330565;0;0
16/11/2022;I332177;0;0
16/11/2022;I333007;0;0
16/11/2022;I333977;0;0
16/11/2022;I335342;0;0
16/11/2022;I335356;0;0
16/11/2022;I335436;0;0
16/11/2022;I336597;0;0
16/11/2022;I337408;0;0
16/11/2022;I337427;0;0
16/11/2022;I337453;0;0
16/11/2022;I337493;0;0
16/11/2022;I337973;0;0
16/11/2022;I338340;0;0
16/11/2022;I338730;0;0
16/11/2022;I338764;0;0
16/11/2022;I339067;0;0
16/11/2022;I339490;0;0
16/11/2022;I345043;0;0
16/11/2022;I351340;0;0
16/11/2022;I352884;0;0
16/11/2022;I352884;2269651;07617
16/11/2022;I352884;2269651;08608
16/11/2022;I352930;0;0
16/11/2022;I353227;0;0
16/11/2022;I353527;0;0
16/11/2022;I353698;0;0
16/11/2022;I354187;0;0
16/11/2022;I354486;0;0
16/11/2022;I354579;0;0
16/11/2022;I355501;0;0
16/11/2022;I357142;0;0
16/11/2022;I357438;0;0
16/11/2022;I357580;0;0
16/11/2022;I360432;0;0
16/11/2022;I360715;0;0
16/11/2022;I363069;0;0
16/11/2022;I363148;0;0
16/11/2022;I363341;0;0
16/11/2022;I363476;0;0
16/11/2022;I363609;0;0
16/11/2022;I364226;0;0
16/11/2022;I364488;0;0
16/11/2022;I364631;0;0
16/11/2022;I364817;0;0
16/11/2022;I364878;0;0
16/11/2022;I365326;0;0
16/11/2022;I365326;2269651;06934
16/11/2022;I365326;2269651;08606
16/11/2022;I365635;0;0
16/11/2022;I365695;0;0
16/11/2022;I365925;0;0
16/11/2022;I367429;0;0
16/11/2022;I368016;0;0
16/11/2022;I368375;0;0
16/11/2022;I368611;0;0
16/11/2022;I368675;0;0
16/11/2022;I369020;0;0
16/11/2022;I369271;0;0
16/11/2022;I369319;0;0
16/11/2022;I369571;0;0
16/11/2022;I370579;0;0
16/11/2022;I371804;0;0
16/11/2022;I371822;0;0
16/11/2022;I372430;0;0
16/11/2022;I372600;0;0
16/11/2022;I372967;0;0
16/11/2022;I373015;0;0
16/11/2022;I373200;0;0
16/11/2022;I374137;0;0
16/11/2022;I374158;0;0
16/11/2022;I374722;0;0
16/11/2022;I374755;0;0
16/11/2022;I375308;0;0
16/11/2022;I375779;0;0
16/11/2022;I375962;0;0
16/11/2022;I376776;0;0
16/11/2022;I376795;0;0
16/11/2022;I376893;0;0
16/11/2022;I377298;0;0
16/11/2022;I377533;0;0
16/11/2022;I377677;0;0
16/11/2022;I378552;0;0
16/11/2022;I379081;0;0
16/11/2022;I379220;0;0
16/11/2022;I382563;0;0
16/11/2022;I383410;0;0
16/11/2022;I384097;0;0
16/11/2022;I384442;0;0
16/11/2022;I384697;0;0
16/11/2022;I385036;0;0
16/11/2022;I385129;0;0
16/11/2022;I385328;0;0
16/11/2022;I385667;0;0
16/11/2022;I385723;0;0
16/11/2022;I385782;0;0
16/11/2022;I385831;0;0
16/11/2022;I385907;0;0
16/11/2022;I386533;0;0
16/11/2022;I386781;0;0
16/11/2022;I386905;0;0
16/11/2022;I386919;0;0
16/11/2022;I387666;0;0
16/11/2022;I388469;0;0
16/11/2022;I388510;0;0
16/11/2022;I388651;0;0
16/11/2022;I388667;0;0
16/11/2022;I389141;0;0
16/11/2022;I389272;0;0
16/11/2022;I390064;0;0
16/11/2022;I390483;0;0
16/11/2022;I390647;0;0
16/11/2022;I392300;0;0
16/11/2022;I392406;0;0
16/11/2022;I392462;0;0
16/11/2022;I392924;0;0
16/11/2022;I393003;0;0
16/11/2022;I393967;0;0
16/11/2022;I394397;0;0
16/11/2022;I394734;0;0
16/11/2022;I395007;0;0
16/11/2022;I395073;0;0
16/11/2022;I395201;0;0
16/11/2022;I395858;0;0
16/11/2022;I396444;0;0
16/11/2022;I396679;0;0
16/11/2022;I396947;0;0
16/11/2022;I397446;0;0
16/11/2022;I398386;0;0
16/11/2022;I398386;2269651;03644
16/11/2022;I398386;2269651;08595
16/11/2022;I398398;0;0
16/11/2022;I398407;0;0
16/11/2022;I398652;0;0
16/11/2022;I398698;0;0
16/11/2022;I400218;0;0
16/11/2022;I400946;0;0
16/11/2022;I401208;0;0
16/11/2022;I401830;0;0
16/11/2022;I402382;0;0
16/11/2022;I402533;0;0
16/11/2022;I402570;0;0
16/11/2022;I404866;0;0
16/11/2022;I404914;0;0
16/11/2022;I405774;0;0
16/11/2022;I406585;0;0
16/11/2022;I409252;0;0
16/11/2022;I409252;2269651;00045
16/11/2022;I409252;2269651;02856
16/11/2022;I409252;2269651;D04676
16/11/2022;I409252;2269651;04343
16/11/2022;I409252;2269651;04369
16/11/2022;I409252;2269651;04681
16/11/2022;I409891;0;0
16/11/2022;I410005;0;0
16/11/2022;I412181;0;0
16/11/2022;I413943;0;0
16/11/2022;I414611;0;0
16/11/2022;I415996;0;0
16/11/2022;I416541;0;0
16/11/2022;I417131;0;0
16/11/2022;I419362;0;0
16/11/2022;I422506;0;0
16/11/2022;I422960;0;0
16/11/2022;I423590;0;0
16/11/2022;I425130;0;0
17/11/2022;D384695;0;0
17/11/2022;D840003;0;0
17/11/2022;D860624;0;0
17/11/2022;D860624;2269651;02185
17/11/2022;D860624;2269651;04683
17/11/2022;E041090;0;0
17/11/2022;E105390;0;0
17/11/2022;E183332;0;0
17/11/2022;E283264;0;0
17/11/2022;E283264;2269651;02575
17/11/2022;E283264;2269651;04682
17/11/2022;E535603;0;0
17/11/2022;E535603;2269651;00518
17/11/2022;E535603;2269651;04681
17/11/2022;E560454;0;0
17/11/2022;E560454;2269651;00109
17/11/2022;E560454;2269651;04682
17/11/2022;E714419;0;0
17/11/2022;E714419;2269651;02919
17/11/2022;E714419;2269651;04681
17/11/2022;E715210;0;0
17/11/2022;E752787;0;0
17/11/2022;E754291;0;0
17/11/2022;E760887;0;0
17/11/2022;E773180;0;0
17/11/2022;E773180;2269651;01744
17/11/2022;E773180;2269651;04369
17/11/2022;E858186;0;0
17/11/2022;E858186;2269651;00451
17/11/2022;E858186;2269651;04369
17/11/2022;E861179;0;0
17/11/2022;E872375;0;0
17/11/2022;E873142;0;0
17/11/2022;E897092;0;0
17/11/2022;E898315;0;0
17/11/2022;E898315;2269651;01154
17/11/2022;E898315;2269651;04683
17/11/2022;E963060;0;0
17/11/2022;E975700;0;0
17/11/2022;E980330;0;0
17/11/2022;E980330;2269651;02732
17/11/2022;E980330;2269651;04682
17/11/2022;E982693;0;0
17/11/2022;E982693;2269651;00451
17/11/2022;E982693;2269651;04369
17/11/2022;E984033;0;0
17/11/2022;E984033;2269651;00557
17/11/2022;E984033;2269651;04683
17/11/2022;E994179;0;0
17/11/2022;F001238;0;0
17/11/2022;F002587;0;0
17/11/2022;F005446;0;0
17/11/2022;F005446;2269651;00122
17/11/2022;F005446;2269651;04682
17/11/2022;F014666;0;0
17/11/2022;F019668;0;0
17/11/2022;F043437;0;0
17/11/2022;F043437;2269651;00121
17/11/2022;F043437;2269651;04683
17/11/2022;F043712;0;0
17/11/2022;F043712;2269651;00537
17/11/2022;F043712;2269651;04681
17/11/2022;F052932;0;0
17/11/2022;F052932;2269651;00280
17/11/2022;F052932;2269651;04681
17/11/2022;F058124;0;0
17/11/2022;F059473;0;0
17/11/2022;F059473;2269651;02185
17/11/2022;F059473;2269651;04683
17/11/2022;F102719;0;0
17/11/2022;F125409;0;0
17/11/2022;F125409;2269651;00108
17/11/2022;F125409;2269651;04369
17/11/2022;F136630;0;0
17/11/2022;F136630;2269651;02016
17/11/2022;F136630;2269651;04683
17/11/2022;F164773;0;0
17/11/2022;F169538;0;0
17/11/2022;F169538;2269651;02001
17/11/2022;F169538;2269651;04681
17/11/2022;F187269;0;0
17/11/2022;F187269;2269651;07825
17/11/2022;F187269;2269651;04599
17/11/2022;F195024;0;0
17/11/2022;F246800;0;0
17/11/2022;F251315;0;0
17/11/2022;F251315;2269651;02484
17/11/2022;F251315;2269651;04683
17/11/2022;F266193;0;0
17/11/2022;F276733;0;0
17/11/2022;F276733;2269651;02767
17/11/2022;F276733;2269651;04682
17/11/2022;F278914;0;0
17/11/2022;F289347;0;0
17/11/2022;F301878;0;0
17/11/2022;F335829;0;0
17/11/2022;F362796;0;0
17/11/2022;F373950;0;0
17/11/2022;F379524;0;0
17/11/2022;F380336;0;0
17/11/2022;F380336;2269651;02856
17/11/2022;F380336;2269651;04343
17/11/2022;F382720;0;0
17/11/2022;F464815;0;0
17/11/2022;F464815;2269651;02018
17/11/2022;F464815;2269651;04682
17/11/2022;F477100;0;0
17/11/2022;F477100;2269651;00499
17/11/2022;F477100;2269651;04599
17/11/2022;F481485;0;0
17/11/2022;F481485;2269651;02892
17/11/2022;F481485;2269651;04369
17/11/2022;F486134;0;0
17/11/2022;F490891;0;0
17/11/2022;F490891;2269651;00109
17/11/2022;F490891;2269651;04682
17/11/2022;F533892;0;0
17/11/2022;F549691;0;0
17/11/2022;F549691;2269651;07617
17/11/2022;F549691;2269651;08608
17/11/2022;F556256;0;0
17/11/2022;F558879;0;0
17/11/2022;F558879;2269651;00045
17/11/2022;F558879;2269651;04681
17/11/2022;F559700;0;0
17/11/2022;F559913;0;0
17/11/2022;F559913;2269651;02016
17/11/2022;F559913;2269651;04683
17/11/2022;F560067;0;0
17/11/2022;F560067;2269651;00557
17/11/2022;F560067;2269651;04683
17/11/2022;F569110;0;0
17/11/2022;F569110;2269651;00280
17/11/2022;F569110;2269651;04681
17/11/2022;F577296;0;0
17/11/2022;F594506;0;0
17/11/2022;F625371;0;0
17/11/2022;F633080;0;0
17/11/2022;F633080;2269651;00121
17/11/2022;F633080;2269651;04683
17/11/2022;F661858;0;0
17/11/2022;F661858;2269651;00254
17/11/2022;F661858;2269651;04599
17/11/2022;F697674;0;0
17/11/2022;F703496;0;0
17/11/2022;F703593;0;0
17/11/2022;F705154;0;0
17/11/2022;F705154;2269651;00122
17/11/2022;F705154;2269651;04682
17/11/2022;F706070;0;0
17/11/2022;F706886;0;0
17/11/2022;F709915;0;0
17/11/2022;F709915;2269651;01905
17/11/2022;F709915;2269651;04681
17/11/2022;F712827;0;0
17/11/2022;F742343;0;0
17/11/2022;F751059;0;0
17/11/2022;F751059;2269651;02200
17/11/2022;F751059;2269651;04681
17/11/2022;F755160;0;0
17/11/2022;F756425;0;0
17/11/2022;F756425;2269651;03644
17/11/2022;F756425;2269651;08595
17/11/2022;F757120;0;0
17/11/2022;F757120;2269651;00538
17/11/2022;F757120;2269651;04683
17/11/2022;F760430;0;0
17/11/2022;F762174;0;0
17/11/2022;F791719;0;0
17/11/2022;F791719;2269651;00557
17/11/2022;F791719;2269651;04683
17/11/2022;F800882;0;0
17/11/2022;F802451;0;0
17/11/2022;F803920;0;0
17/11/2022;F803920;2269651;06934
17/11/2022;F803920;2269651;08606
17/11/2022;F834302;0;0
17/11/2022;F853960;0;0
17/11/2022;F863523;0;0
17/11/2022;F869203;0;0
17/11/2022;F869203;2269651;02200
17/11/2022;F869203;2269651;04681
17/11/2022;F869220;0;0
17/11/2022;F869220;2269651;07617
17/11/2022;F869220;2269651;08608
17/11/2022;F917682;0;0
17/11/2022;F917682;2269651;07789
17/11/2022;F917682;2269651;04757
17/11/2022;F927050;0;0
17/11/2022;F935532;0;0
17/11/2022;F943470;0;0
17/11/2022;F954243;0;0
17/11/2022;F954243;2269651;07819
17/11/2022;F954243;2269651;04757
17/11/2022;F954278;0;0
17/11/2022;F954278;2269651;00548
17/11/2022;F954278;2269651;04369
17/11/2022;F956602;0;0
17/11/2022;F962378;0;0
17/11/2022;F962378;2269651;01521
17/11/2022;F962378;2269651;04599
17/11/2022;F971873;0;0
17/11/2022;F987826;0;0
17/11/2022;F987826;2269651;03339
17/11/2022;F987826;2269651;04683
17/11/2022;F990754;0;0
17/11/2022;F990754;2269651;00090
17/11/2022;F990754;2269651;04369
17/11/2022;G478470;0;0
17/11/2022;G499213;0;0
17/11/2022;G499213;2269651;00002
17/11/2022;G499213;2269651;02856
17/11/2022;G499213;2269651;06934
17/11/2022;G499213;2269651;04202
17/11/2022;G499213;2269651;04343
17/11/2022;G499213;2269651;08606
17/11/2022;G568561;0;0
17/11/2022;G569747;0;0
17/11/2022;H903972;0;0
17/11/2022;H904936;0;0
17/11/2022;H911894;0;0
17/11/2022;H936501;0;0
17/11/2022;H936501;2269651;00045
17/11/2022;H936501;2269651;04681
17/11/2022;H938105;0;0
17/11/2022;H938105;2269651;07750
17/11/2022;H938105;2269651;04682
17/11/2022;H950580;0;0
17/11/2022;H966176;0;0
17/11/2022;H966176;2269651;01154
17/11/2022;H966176;2269651;04683
17/11/2022;H966737;0;0
17/11/2022;H966974;0;0
17/11/2022;H967970;0;0
17/11/2022;H967970;2269651;00109
17/11/2022;H967970;2269651;04682
17/11/2022;H974373;0;0
17/11/2022;H976805;0;0
17/11/2022;H976805;2269651;06325
17/11/2022;H976805;2269651;04683
17/11/2022;H993025;0;0
17/11/2022;H995753;0;0
17/11/2022;H995753;2269651;02732
17/11/2022;H995753;2269651;04682
17/11/2022;H997713;0;0
17/11/2022;H997713;2269651;00518
17/11/2022;H997713;2269651;04681
17/11/2022;H997730;0;0
17/11/2022;H997730;2269651;02093
17/11/2022;H997730;2269651;04681
17/11/2022;H997764;0;0
17/11/2022;H997764;2269651;02555
17/11/2022;H997764;2269651;04682
17/11/2022;I000020;0;0
17/11/2022;I000020;2269651;00548
17/11/2022;I000020;2269651;04369
17/11/2022;I006338;0;0
17/11/2022;I013610;0;0
17/11/2022;I013610;2269651;00090
17/11/2022;I013610;2269651;04369
17/11/2022;I013717;0;0
17/11/2022;I013717;2269651;00107
17/11/2022;I013717;2269651;04599
17/11/2022;I015515;0;0
17/11/2022;I015515;2269651;02458
