Data;Usuario;Empresa;Unidade
23/09/2022;I921465;2269651;G04308
23/09/2022;I922465;0;0
23/09/2022;I922465;2269651;A00002
23/09/2022;I922465;2269651;G04202
23/09/2022;I922665;0;0
23/09/2022;I922665;2269651;A00002
23/09/2022;I922665;2269651;G04202
26/09/2022;I900265;0;0
26/09/2022;I900265;2269651;A00002
26/09/2022;I900265;2269651;A02516
26/09/2022;I900265;2269651;A03657
26/09/2022;I900265;2269651;A03994
26/09/2022;I900265;2269651;D04651
26/09/2022;I900265;2269651;G04202
26/09/2022;I900265;2269651;G04308
26/09/2022;I900265;2269651;G08596
26/09/2022;I900265;2269651;G08757
26/09/2022;I900365;0;0
26/09/2022;I900365;2269651;A00002
26/09/2022;I900365;2269651;G04202
26/09/2022;I900665;0;0
26/09/2022;I900665;2269651;A00002
26/09/2022;I900665;2269651;G04202
26/09/2022;I900965;0;0
26/09/2022;I920365;0;0
26/09/2022;I920365;2269651;A00002
26/09/2022;I920365;2269651;G04202
26/09/2022;I922465;0;0
26/09/2022;I922465;2269651;A00002
26/09/2022;I922465;2269651;G04202
27/09/2022;I900265;0;0
27/09/2022;I900265;2269651;A00001
27/09/2022;I900265;2269651;A00002
27/09/2022;I900265;2269651;A02516
27/09/2022;I900265;2269651;A03657
27/09/2022;I900265;2269651;A03994
27/09/2022;I900265;2269651;G04202
27/09/2022;I900265;2269651;G04308
27/09/2022;I900265;2269651;G08596
27/09/2022;I900265;2269651;G08757
27/09/2022;I900265;2269651;G08762
27/09/2022;I900365;0;0
27/09/2022;I900365;2269651;A00002
27/09/2022;I900365;2269651;A00003
27/09/2022;I900365;2269651;G04202
27/09/2022;I900365;2269651;G04672
27/09/2022;I900665;0;0
27/09/2022;I900665;2269651;A00002
27/09/2022;I900665;2269651;A00006
27/09/2022;I900665;2269651;G04202
27/09/2022;I900665;2269651;G04263
27/09/2022;I900765;0;0
27/09/2022;I900765;2269651;A00004
27/09/2022;I900765;2269651;G04202
27/09/2022;I900865;0;0
27/09/2022;I900865;2269651;A00002
27/09/2022;I900865;2269651;G04202
27/09/2022;I902665;0;0
27/09/2022;I902665;2269651;A01382
27/09/2022;I902665;2269651;A02856
27/09/2022;I902665;2269651;G04308
27/09/2022;I902665;2269651;G04343
27/09/2022;I917465;0;0
27/09/2022;I917465;2269651;A00005
27/09/2022;I917465;2269651;G04202
27/09/2022;I917565;0;0
27/09/2022;I917565;2269651;A00007
27/09/2022;I917565;2269651;G04263
27/09/2022;I917665;0;0
27/09/2022;I917665;2269651;A00008
27/09/2022;I917665;2269651;A00009
27/09/2022;I917665;2269651;G04741
27/09/2022;I920165;0;0
27/09/2022;I920165;2269651;A06932
27/09/2022;I920165;2269651;G08608
27/09/2022;I920365;0;0
27/09/2022;I920365;2269651;A06933
27/09/2022;I920365;2269651;G08608
27/09/2022;I921365;0;0
27/09/2022;I921365;2269651;A03994
27/09/2022;I921365;2269651;G04308
27/09/2022;I921465;0;0
27/09/2022;I921465;2269651;A03994
27/09/2022;I921465;2269651;G04308
27/09/2022;I922465;0;0
27/09/2022;I922465;2269651;A00002
27/09/2022;I922465;2269651;G04202
27/09/2022;I922565;0;0
27/09/2022;I922565;2269651;A00002
27/09/2022;I922565;2269651;G04202
27/09/2022;I922665;0;0
27/09/2022;I922665;2269651;A00002
27/09/2022;I922665;2269651;G04202
28/09/2022;I900265;0;0
28/09/2022;I900265;2269651;A00002
28/09/2022;I900265;2269651;A02516
28/09/2022;I900265;2269651;A03657
28/09/2022;I900265;2269651;A03994
28/09/2022;I900265;2269651;A06933
28/09/2022;I900265;2269651;G04202
28/09/2022;I900265;2269651;G04308
28/09/2022;I900265;2269651;G08596
28/09/2022;I900265;2269651;G08608
28/09/2022;I900265;2269651;G08757
28/09/2022;I900365;0;0
28/09/2022;I900365;2269651;A00002
28/09/2022;I900365;2269651;G04202
28/09/2022;I900665;0;0
28/09/2022;I900665;2269651;A00002
28/09/2022;I900665;2269651;G04202
28/09/2022;I900665;2269651;G04388
28/09/2022;I900665;2269651;G04741
28/09/2022;I920365;0;0
28/09/2022;I920365;2269651;A00002
28/09/2022;I920365;2269651;A06933
28/09/2022;I920365;2269651;G04202
28/09/2022;I920365;2269651;G08608
28/09/2022;I920465;0;0
28/09/2022;I920465;2269651;A06933
28/09/2022;I920465;2269651;G08608
28/09/2022;I921365;0;0
28/09/2022;I921365;2269651;A03994
28/09/2022;I921365;2269651;G04308
28/09/2022;I921465;0;0
28/09/2022;I921465;2269651;A03994
28/09/2022;I921465;2269651;G04308
29/09/2022;I900265;0;0
29/09/2022;I900265;2269651;A00002
29/09/2022;I900665;0;0
29/09/2022;I900665;2269651;A00002
29/09/2022;I917665;0;0
29/09/2022;I917665;2269651;A00002
29/09/2022;I922665;0;0
30/09/2022;I900265;0;0
30/09/2022;I900265;2269651;A00002
30/09/2022;I900265;2269651;A02516
30/09/2022;I900265;2269651;A03657
30/09/2022;I900265;2269651;A03994
30/09/2022;I900265;2269651;A06932
30/09/2022;I900265;2269651;A06933
30/09/2022;I900265;2269651;G04202
30/09/2022;I900265;2269651;G04308
30/09/2022;I900265;2269651;G08596
30/09/2022;I900265;2269651;G08608
30/09/2022;I900265;2269651;G08757
30/09/2022;I900665;0;0
30/09/2022;I900665;2269651;A00002
30/09/2022;I900665;2269651;G04202
30/09/2022;I900865;0;0
30/09/2022;I900865;2269651;A00002
30/09/2022;I900865;2269651;A02856
30/09/2022;I900865;2269651;A03100
30/09/2022;I900865;2269651;A06932
30/09/2022;I900865;2269651;G04202
30/09/2022;I900865;2269651;G04343
30/09/2022;I900865;2269651;G08608
30/09/2022;I922465;0;0
30/09/2022;I922465;2269651;A00002
30/09/2022;I922465;2269651;G04202
30/09/2022;I922565;0;0
30/09/2022;I922565;2269651;A00002
30/09/2022;I922565;2269651;G04202
30/09/2022;I922665;0;0
30/09/2022;I922665;2269651;A00002
30/09/2022;I922665;2269651;G04202
03/10/2022;I900265;0;0
03/10/2022;I900265;2269651;A00002
03/10/2022;I900265;2269651;A02516
03/10/2022;I900265;2269651;G04202
03/10/2022;I900265;2269651;G08757
03/10/2022;I900665;0;0
03/10/2022;I900665;2269651;A00002
03/10/2022;I900665;2269651;G04202
03/10/2022;I917665;0;0
03/10/2022;I921365;0;0
03/10/2022;I921365;2269651;A03994
03/10/2022;I921365;2269651;G04308
03/10/2022;I922265;0;0
03/10/2022;I922265;2269651;A00002
03/10/2022;I922265;2269651;G04202
03/10/2022;I922565;0;0
03/10/2022;I922565;2269651;A00002
03/10/2022;I922565;2269651;G04202
04/10/2022;I900265;0;0
04/10/2022;I900265;2269651;A00002
04/10/2022;I900265;2269651;G04202
04/10/2022;I900365;0;0
04/10/2022;I900365;2269651;A00002
04/10/2022;I900365;2269651;G04202
04/10/2022;I900665;0;0
04/10/2022;I900665;2269651;A00002
04/10/2022;I900665;2269651;G04202
04/10/2022;I922165;0;0
04/10/2022;I922165;2269651;A00002
04/10/2022;I922165;2269651;G04202
04/10/2022;I922465;0;0
04/10/2022;I922465;2269651;A00002
04/10/2022;I922465;2269651;G04202
04/10/2022;I922565;0;0
04/10/2022;I922565;2269651;A00002
04/10/2022;I922565;2269651;G04202
04/10/2022;I922665;0;0
04/10/2022;I922665;2269651;A00002
04/10/2022;I922665;2269651;G04202
05/10/2022;I900265;0;0
05/10/2022;I900265;2269651;A00002
05/10/2022;I900265;2269651;G04202
05/10/2022;I900665;0;0
05/10/2022;I900665;2269651;A00002
05/10/2022;I900665;2269651;G04202
05/10/2022;I900965;0;0
05/10/2022;I900965;2269651;G04344
05/10/2022;I902065;0;0
05/10/2022;I902065;2269651;A00002
05/10/2022;I902065;2269651;G04202
05/10/2022;I922265;0;0
05/10/2022;I922265;2269651;A00002
05/10/2022;I922265;2269651;G04202
05/10/2022;I922565;0;0
05/10/2022;I922565;2269651;A00002
05/10/2022;I922565;2269651;G04202
06/10/2022;I900265;0;0
06/10/2022;I900265;2269651;A00002
06/10/2022;I900265;2269651;A02516
06/10/2022;I900265;2269651;A03657
06/10/2022;I900265;2269651;G04202
06/10/2022;I900265;2269651;G08596
06/10/2022;I900265;2269651;G08757
06/10/2022;I900365;0;0
06/10/2022;I900665;0;0
06/10/2022;I900665;2269651;A00002
06/10/2022;I900665;2269651;G04202
06/10/2022;I918665;0;0
06/10/2022;I918665;2269651;A00002
06/10/2022;I918665;2269651;G04202
06/10/2022;I918865;0;0
06/10/2022;I918865;2269651;A00002
06/10/2022;I918865;2269651;G04202
06/10/2022;I920365;0;0
06/10/2022;I921365;0;0
06/10/2022;I921365;2269651;A03994
06/10/2022;I921365;2269651;G04308
06/10/2022;I922465;0;0
06/10/2022;I922465;2269651;A00002
06/10/2022;I922465;2269651;G04202
07/10/2022;I900265;0;0
07/10/2022;I900265;2269651;A00002
07/10/2022;I900265;2269651;G04202
07/10/2022;I900365;0;0
07/10/2022;I900365;2269651;A00002
07/10/2022;I900665;0;0
07/10/2022;I900665;2269651;A00002
07/10/2022;I900665;2269651;G04202
07/10/2022;I900965;0;0
07/10/2022;I918665;0;0
07/10/2022;I918665;2269651;A00002
07/10/2022;I918665;2269651;G04202
07/10/2022;I922265;0;0
07/10/2022;I922265;2269651;A00002
07/10/2022;I922265;2269651;G04202
10/10/2022;I900665;0;0
10/10/2022;I900665;2269651;A00002
10/10/2022;I900665;2269651;G04202
10/10/2022;I922165;0;0
10/10/2022;I922165;2269651;A00002
10/10/2022;I922165;2269651;G04202
10/10/2022;I922465;0;0
10/10/2022;I922465;2269651;A00002
10/10/2022;I922465;2269651;G04202
10/10/2022;I922565;0;0
10/10/2022;I922565;2269651;A00002
10/10/2022;I922565;2269651;G04202
11/10/2022;I900365;0;0
11/10/2022;I900365;2269651;A00002
11/10/2022;I900365;2269651;G04202
11/10/2022;I920365;0;0
11/10/2022;I920365;2269651;A06933
11/10/2022;I920365;2269651;G08608
11/10/2022;I922465;0;0
11/10/2022;I922465;2269651;A00002
11/10/2022;I922465;2269651;G04202
11/10/2022;I922565;0;0
11/10/2022;I922565;2269651;A00002
11/10/2022;I922565;2269651;G04202
13/10/2022;I900365;0;0
13/10/2022;I900365;2269651;A00002
13/10/2022;I900365;2269651;G04202
13/10/2022;I900665;0;0
13/10/2022;I900665;2269651;A00002
13/10/2022;I900665;2269651;G04202
13/10/2022;I900865;0;0
13/10/2022;I900865;2269651;A00002
13/10/2022;I900865;2269651;G04202
13/10/2022;I900965;0;0
13/10/2022;I918765;0;0
13/10/2022;I918765;2269651;A00002
13/10/2022;I918765;2269651;G04202
13/10/2022;I920365;0;0
13/10/2022;I920365;2269651;A06933
13/10/2022;I920365;2269651;G08608
13/10/2022;I922465;0;0
13/10/2022;I922465;2269651;A00002
13/10/2022;I922465;2269651;G04202
14/10/2022;I900365;0;0
14/10/2022;I900365;2269651;A00002
14/10/2022;I900365;2269651;G04202
14/10/2022;I900865;0;0
14/10/2022;I900865;2269651;A00002
14/10/2022;I900865;2269651;G04202
14/10/2022;I917665;0;0
14/10/2022;I917665;2269651;A00002
14/10/2022;I917665;2269651;G04202
14/10/2022;I922465;0;0
14/10/2022;I922465;2269651;A00002
14/10/2022;I922465;2269651;G04202
14/10/2022;I937781;0;0
14/10/2022;I937781;2269651;A03959
14/10/2022;I937781;2269651;G04308
17/10/2022;I900365;0;0
17/10/2022;I900365;2269651;A00002
17/10/2022;I900365;2269651;G04202
17/10/2022;I900665;0;0
17/10/2022;I900665;2269651;A00002
17/10/2022;I900665;2269651;A00015
17/10/2022;I900665;2269651;A00651
17/10/2022;I900665;2269651;G04035
17/10/2022;I900665;2269651;G04202
17/10/2022;I900765;0;0
17/10/2022;I900765;2269651;A00002
17/10/2022;I900765;2269651;G04202
17/10/2022;I900965;0;0
17/10/2022;I902665;0;0
17/10/2022;I902665;2269651;A00002
17/10/2022;I902665;2269651;G04202
17/10/2022;I917465;0;0
17/10/2022;I917565;0;0
17/10/2022;I917565;2269651;A00002
17/10/2022;I917565;2269651;G04202
17/10/2022;I917665;0;0
17/10/2022;I918765;0;0
17/10/2022;I918765;2269651;A00002
17/10/2022;I918765;2269651;G04202
17/10/2022;I919465;0;0
17/10/2022;I919465;2269651;A00002
17/10/2022;I919465;2269651;G04202
17/10/2022;I922465;0;0
17/10/2022;I922465;2269651;A00002
17/10/2022;I922465;2269651;G04202
18/10/2022;I900365;0;0
18/10/2022;I900665;0;0
18/10/2022;I900665;2269651;A00002
18/10/2022;I900665;2269651;G04202
18/10/2022;I900779;0;0
18/10/2022;I900865;0;0
18/10/2022;I900865;2269651;A00002
18/10/2022;I918765;0;0
18/10/2022;I918765;2269651;A00002
18/10/2022;I918765;2269651;G04202
19/10/2022;I900265;0;0
19/10/2022;I900265;2269651;A00002
19/10/2022;I900265;2269651;G04202
19/10/2022;I900365;0;A00089
19/10/2022;I900665;0;0
19/10/2022;I900665;2269651;A00002
19/10/2022;I900665;2269651;D00002
19/10/2022;I900665;2269651;G04035
19/10/2022;I900665;2269651;G04202
19/10/2022;I900765;0;0
19/10/2022;I917565;0;0
19/10/2022;I917565;2269651;A00002
19/10/2022;I917565;2269651;G04202
19/10/2022;I917665;0;0
19/10/2022;I917665;2269651;A00002
19/10/2022;I917665;2269651;G04202
19/10/2022;I918765;0;0
19/10/2022;I918765;2269651;A00002
19/10/2022;I918765;2269651;G04202
19/10/2022;I922465;0;0
19/10/2022;I922465;2269651;A00002
19/10/2022;I922465;2269651;G04202
20/10/2022;I900265;0;0
20/10/2022;I900265;2269651;A00002
20/10/2022;I900265;2269651;G04202
20/10/2022;I900365;0;D04640
20/10/2022;I900665;0;0
20/10/2022;I900665;2269651;A00002
20/10/2022;I900665;2269651;G04202
20/10/2022;I900765;0;0
20/10/2022;I900765;2269651;A00002
20/10/2022;I900765;2269651;G04202
20/10/2022;I908274;0;0
20/10/2022;I913768;0;0
20/10/2022;I918665;0;0
20/10/2022;I918665;2269651;A00002
20/10/2022;I918665;2269651;G04202
20/10/2022;I922465;0;0
20/10/2022;I922465;2269651;A00002
20/10/2022;I922465;2269651;G04202
21/10/2022;I900265;0;0
21/10/2022;I900265;2269651;A00002
21/10/2022;I900265;2269651;G04202
21/10/2022;I900665;0;0
21/10/2022;I900665;2269651;A00002
21/10/2022;I900665;2269651;A00283
21/10/2022;I900665;2269651;D04651
21/10/2022;I900665;2269651;G04035
21/10/2022;I900665;2269651;G04202
21/10/2022;I900765;0;0
21/10/2022;I900765;2269651;A00002
21/10/2022;I900765;2269651;G04202
21/10/2022;I922465;0;0
21/10/2022;I922465;2269651;A00002
21/10/2022;I922465;2269651;G04202
24/10/2022;I900265;0;0
24/10/2022;I900265;2269651;D04651
24/10/2022;I900365;0;0
24/10/2022;I900665;0;0
24/10/2022;I900665;2269651;A00002
24/10/2022;I900665;2269651;A02516
24/10/2022;I900665;2269651;A03657
24/10/2022;I900665;2269651;A06932
24/10/2022;I900665;2269651;G04202
24/10/2022;I900665;2269651;G04555
24/10/2022;I900665;2269651;G08596
24/10/2022;I900665;2269651;G08608
24/10/2022;I900665;2269651;G08757
24/10/2022;I900765;0;0
24/10/2022;I900765;2269651;A00002
24/10/2022;I900765;2269651;D00000
24/10/2022;I900765;2269651;G00002
24/10/2022;I900765;2269651;G04202
25/10/2022;I900265;0;0
25/10/2022;I900265;2269651;A00002
25/10/2022;I900265;2269651;A06933
25/10/2022;I900265;2269651;D00000
25/10/2022;I900265;2269651;D04696
25/10/2022;I900265;2269651;G04202
25/10/2022;I900265;2269651;G08608
25/10/2022;I900265;2269651;G08762
25/10/2022;I900665;0;0
25/10/2022;I900665;2269651;A00002
25/10/2022;I900665;2269651;G04202
25/10/2022;I900765;0;0
25/10/2022;I900765;2269651;A00002
25/10/2022;I900765;2269651;G04202
25/10/2022;I900865;0;0
25/10/2022;I900865;2269651;A00002
25/10/2022;I900865;2269651;G04202
25/10/2022;I900965;0;0
25/10/2022;I900965;2269651;A00002
25/10/2022;I900965;2269651;G04202
25/10/2022;I901307;0;0
25/10/2022;I917465;0;0
25/10/2022;I917465;2269651;G04202
25/10/2022;I918665;0;0
25/10/2022;I918665;2269651;A00002
25/10/2022;I918665;2269651;G04202
25/10/2022;I918765;0;0
25/10/2022;I918765;2269651;A00002
25/10/2022;I918765;2269651;G04202
25/10/2022;I922465;0;0
25/10/2022;I922465;2269651;A00002
25/10/2022;I922465;2269651;G04202
25/10/2022;I927665;0;0
25/10/2022;I927665;2269651;A00002
25/10/2022;I927665;2269651;G04202
26/10/2022;I900265;0;0
26/10/2022;I900265;2269651;A00002
26/10/2022;I900265;2269651;A06933
26/10/2022;I900265;2269651;D00000
26/10/2022;I900265;2269651;G04202
26/10/2022;I900265;2269651;G08608
26/10/2022;I900665;0;0
26/10/2022;I900665;2269651;A00002
26/10/2022;I900665;2269651;G04202
26/10/2022;I901213;0;0
26/10/2022;I901213;2269651;A00002
26/10/2022;I901213;2269651;G04202
26/10/2022;I917465;0;0
26/10/2022;I917465;2269651;G04202
26/10/2022;I921365;0;0
26/10/2022;I921365;2269651;A03994
26/10/2022;I921365;2269651;G04308
26/10/2022;I922165;0;0
26/10/2022;I922165;2269651;A00002
26/10/2022;I922165;2269651;G04202
27/10/2022;I900265;0;0
27/10/2022;I900265;2269651;A00002
27/10/2022;I900265;2269651;A00004
27/10/2022;I900265;2269651;A06933
27/10/2022;I900265;2269651;G04202
27/10/2022;I900265;2269651;G08608
27/10/2022;I900665;0;0
27/10/2022;I900665;2269651;A00002
27/10/2022;I900665;2269651;G04202
27/10/2022;I900765;0;0
27/10/2022;I900765;2269651;A00002
27/10/2022;I900765;2269651;G04202
27/10/2022;I900965;0;0
27/10/2022;I900965;2269651;A00002
27/10/2022;I900965;2269651;G04202
27/10/2022;I918765;0;0
27/10/2022;I918765;2269651;A00002
27/10/2022;I918765;2269651;G04202
27/10/2022;I921365;0;0
27/10/2022;I921365;2269651;A03994
27/10/2022;I921365;2269651;G04308
27/10/2022;I922265;0;0
27/10/2022;I922265;2269651;A00002
27/10/2022;I922265;2269651;G04202
27/10/2022;I922465;0;0
27/10/2022;I922465;2269651;A00002
27/10/2022;I922465;2269651;G04202
28/10/2022;I900665;0;0
28/10/2022;I900665;2269651;A00002
28/10/2022;I900665;2269651;G04202
28/10/2022;I922465;0;0
28/10/2022;I922465;2269651;A00002
28/10/2022;I922465;2269651;G04202
29/10/2022;I900665;0;0
29/10/2022;I900665;2269651;A00002
29/10/2022;I900665;2269651;A02516
29/10/2022;I900665;2269651;A06932
29/10/2022;I900665;2269651;G04202
29/10/2022;I900665;2269651;G08608
29/10/2022;I900665;2269651;G08757
29/10/2022;I922665;0;0
29/10/2022;I922665;2269651;A00002
29/10/2022;I922665;2269651;G04202
30/10/2022;I900665;0;0
30/10/2022;I900665;2269651;A00002
30/10/2022;I900665;2269651;G04202
30/10/2022;I900665;2269651;G04508
30/10/2022;I900665;2269651;G08595
31/10/2022;I900365;0;0
31/10/2022;I900365;2269651;A00002
31/10/2022;I900365;2269651;G04202
31/10/2022;I900665;0;0
31/10/2022;I900665;2269651;G04202
31/10/2022;I900665;2269651;G08596
31/10/2022;I900665;2269651;G08762
01/11/2022;I900265;0;0
01/11/2022;I900265;2269651;A00002
01/11/2022;I900265;2269651;G04202
01/11/2022;I900365;0;0
01/11/2022;I900365;2269651;A00002
01/11/2022;I900365;2269651;A00022
01/11/2022;I900365;2269651;A03230
01/11/2022;I900365;2269651;G04035
01/11/2022;I900365;2269651;G04202
01/11/2022;I900365;2269651;G04263
01/11/2022;I900365;2269651;G04286
01/11/2022;I900665;0;0
01/11/2022;I900665;2269651;A00002
01/11/2022;I900665;2269651;G04202
01/11/2022;I900665;2269651;G04369
01/11/2022;I900765;0;0
01/11/2022;I900765;2269651;A00002
01/11/2022;I900765;2269651;G04202
01/11/2022;I900965;0;0
01/11/2022;I900965;2269651;A00002
01/11/2022;I900965;2269651;G04202
01/11/2022;I917465;0;0
01/11/2022;I917465;2269651;A00002
01/11/2022;I917465;2269651;G04202
01/11/2022;I918665;0;0
01/11/2022;I918665;2269651;A00002
01/11/2022;I918665;2269651;G04202
01/11/2022;I918765;0;0
01/11/2022;I918765;2269651;A00002
01/11/2022;I918765;2269651;G04202
01/11/2022;I922465;0;0
01/11/2022;I922465;2269651;A00002
01/11/2022;I922465;2269651;G04202
02/11/2022;I900665;0;0
02/11/2022;I900665;2269651;A00002
02/11/2022;I900665;2269651;G04202
03/11/2022;I900365;0;0
03/11/2022;I900365;2269651;A00002
03/11/2022;I900365;2269651;A03230
03/11/2022;I900365;2269651;G04035
03/11/2022;I900365;2269651;G04202
03/11/2022;I900665;0;0
03/11/2022;I900665;2269651;A00002
03/11/2022;I900665;2269651;G04202
03/11/2022;I918765;0;0
03/11/2022;I918765;2269651;A00002
03/11/2022;I918765;2269651;G04202
03/11/2022;I921965;0;0
03/11/2022;I921965;2269651;A02516
03/11/2022;I921965;2269651;G08757
04/11/2022;I900365;0;0
04/11/2022;I900365;2269651;A00002
04/11/2022;I900365;2269651;A03230
04/11/2022;I900365;2269651;G04035
04/11/2022;I900365;2269651;G04202
04/11/2022;I900665;0;0
04/11/2022;I900665;2269651;A00002
04/11/2022;I900665;2269651;A00095
04/11/2022;I900665;2269651;A01382
04/11/2022;I900665;2269651;A02856
04/11/2022;I900665;2269651;G04202
04/11/2022;I900665;2269651;G04308
04/11/2022;I900665;2269651;G04343
04/11/2022;I900665;2269651;G04344
04/11/2022;I900665;2269651;G04453
04/11/2022;I901122;0;0
04/11/2022;I904951;0;0
07/11/2022;I905051;0;0
07/11/2022;I905051;2269651;G04308
07/11/2022;I921365;0;0
07/11/2022;I921365;2269651;A03994
07/11/2022;I921365;2269651;G04308
08/11/2022;I900365;0;0
08/11/2022;I900365;2269651;A00002
08/11/2022;I900365;2269651;G04202
08/11/2022;I900565;0;0
08/11/2022;I900565;2269651;A00002
08/11/2022;I900565;2269651;G04202
08/11/2022;I900665;0;0
08/11/2022;I900665;2269651;A00002
08/11/2022;I900665;2269651;A02856
08/11/2022;I900665;2269651;G04202
08/11/2022;I900665;2269651;G04343
08/11/2022;I922265;0;0
08/11/2022;I922265;2269651;A00002
08/11/2022;I922265;2269651;G04202
08/11/2022;I922565;0;0
08/11/2022;I922565;2269651;A00002
08/11/2022;I922565;2269651;G04202
08/11/2022;I927765;0;0
08/11/2022;I927765;2269651;A00002
08/11/2022;I927765;2269651;G04202
09/11/2022;I900665;0;0
09/11/2022;I900665;2269651;A00002
09/11/2022;I900665;2269651;A03257
09/11/2022;I900665;2269651;G04202
09/11/2022;I900665;2269651;G04351
09/11/2022;I901142;0;0
09/11/2022;I922265;0;0
09/11/2022;I922265;2269651;A00002
09/11/2022;I922265;2269651;A00032
09/11/2022;I922265;2269651;G04202
09/11/2022;I922265;2269651;G04269
09/11/2022;I922365;0;0
09/11/2022;I922365;2269651;A00002
09/11/2022;I922365;2269651;G04202
10/11/2022;I900265;0;0
10/11/2022;I900265;2269651;A00002
10/11/2022;I900265;2269651;G04202
10/11/2022;I900565;0;0
10/11/2022;I900665;0;0
10/11/2022;I900665;2269651;A00002
10/11/2022;I900665;2269651;A02856
10/11/2022;I900665;2269651;G04202
10/11/2022;I900665;2269651;G04343
10/11/2022;I920365;0;0
10/11/2022;I920365;2269651;A06933
10/11/2022;I920365;2269651;G08608
10/11/2022;I921365;0;0
10/11/2022;I921365;2269651;A03994
10/11/2022;I921365;2269651;G04308
10/11/2022;I922365;0;0
10/11/2022;I922365;2269651;A00002
10/11/2022;I922365;2269651;G04202
10/11/2022;I922465;0;0
10/11/2022;I922465;2269651;A00002
10/11/2022;I922465;2269651;G04202
10/11/2022;I922565;0;0
10/11/2022;I922565;2269651;A00002
10/11/2022;I922565;2269651;G04202
10/11/2022;I922665;0;0
10/11/2022;I922665;2269651;A00002
11/11/2022;I900265;0;0
11/11/2022;I900265;2269651;A00001
11/11/2022;I900265;2269651;A00002
11/11/2022;I900265;2269651;G04202
11/11/2022;I900565;0;0
11/11/2022;I900665;0;0
11/11/2022;I900665;2269651;A00002
11/11/2022;I900665;2269651;G04202
11/11/2022;I922365;0;0
11/11/2022;I922365;2269651;A00002
11/11/2022;I922365;2269651;G04202
11/11/2022;I922465;0;0
11/11/2022;I922465;2269651;A00002
11/11/2022;I922465;2269651;G04202
11/11/2022;I922565;0;0
11/11/2022;I922565;2269651;A00002
11/11/2022;I922565;2269651;G04202
11/11/2022;I922665;0;0
11/11/2022;I922665;2269651;A00002
11/11/2022;I922665;2269651;G04202
13/11/2022;I901342;0;0
14/11/2022;I900365;0;0
14/11/2022;I900365;2269651;A00002
14/11/2022;I900365;2269651;G04202
14/11/2022;I907084;0;0
14/11/2022;I907084;2269651;A02856
14/11/2022;I907084;2269651;G04343
14/11/2022;I922265;0;0
14/11/2022;I922265;2269651;A00002
14/11/2022;I922265;2269651;G04202
15/11/2022;I922265;0;0
15/11/2022;I922265;2269651;A00002
15/11/2022;I922265;2269651;G04202
15/11/2022;I922565;0;0
15/11/2022;I922565;2269651;A00002
15/11/2022;I922565;2269651;G04202
16/11/2022;I900665;0;0
16/11/2022;I900665;2269651;A00002
16/11/2022;I900665;2269651;G04202
16/11/2022;I922265;0;0
16/11/2022;I922265;2269651;A00002
16/11/2022;I922265;2269651;G04202
16/11/2022;I922365;0;0
16/11/2022;I922365;2269651;A00002
16/11/2022;I922365;2269651;G04202
16/11/2022;I922565;0;0
16/11/2022;I922565;2269651;A00002
16/11/2022;I922565;2269651;G04202
17/11/2022;I900265;0;0
17/11/2022;I900265;2269651;A00002
17/11/2022;I900265;2269651;G04202
17/11/2022;I900365;0;0
17/11/2022;I900365;2269651;A00002
17/11/2022;I900365;2269651;G04202
17/11/2022;I917465;0;0
17/11/2022;I917465;2269651;A00002
17/11/2022;I917465;2269651;G04202
17/11/2022;I917565;0;0
17/11/2022;I922265;0;0
17/11/2022;I922265;2269651;A00002
17/11/2022;I922265;2269651;G04202
17/11/2022;I922365;0;0
17/11/2022;I922365;2269651;A00002
17/11/2022;I922365;2269651;G04202
17/11/2022;I922565;0;0
17/11/2022;I922565;2269651;A00002
17/11/2022;I922565;2269651;G04202
17/11/2022;I922665;0;0
17/11/2022;I922665;2269651;A00002
17/11/2022;I922665;2269651;G04202
17/11/2022;I922865;0;0
18/11/2022;I900365;0;0
18/11/2022;I900365;2269651;A00002
18/11/2022;I900365;2269651;G04202
18/11/2022;I900965;0;0
18/11/2022;I900965;2269651;A00002
18/11/2022;I900965;2269651;G04202
18/11/2022;I922265;0;0
18/11/2022;I922265;2269651;A00002
18/11/2022;I922265;2269651;G04202
21/11/2022;I900365;0;0
21/11/2022;I900365;2269651;A00002
21/11/2022;I900365;2269651;G04202
21/11/2022;I900565;0;0
21/11/2022;I900565;2269651;A00002
21/11/2022;I900565;2269651;G04202
21/11/2022;I900665;0;0
21/11/2022;I900665;2269651;A00283
21/11/2022;I900665;2269651;A00809
21/11/2022;I900665;2269651;G04035
21/11/2022;I900665;2269651;G04453
21/11/2022;I917665;0;0
21/11/2022;I917665;2269651;A00002
21/11/2022;I917665;2269651;G04202
21/11/2022;I918665;0;0
21/11/2022;I918665;2269651;A00002
21/11/2022;I918665;2269651;G04202
21/11/2022;I922265;0;0
21/11/2022;I922265;2269651;A00002
21/11/2022;I922265;2269651;G04202
21/11/2022;I922365;0;0
21/11/2022;I922365;2269651;A00002
21/11/2022;I922365;2269651;G04202
22/11/2022;I900365;0;0
22/11/2022;I900365;2269651;2
22/11/2022;I900365;2269651;G04035
22/11/2022;I900365;2269651;2
22/11/2022;I900565;0;0
22/11/2022;I900565;2269651;A00002
22/11/2022;I900565;2269651;G04202
22/11/2022;I900665;0;0
22/11/2022;I900665;2269651;A00002
22/11/2022;I900665;2269651;G04123
22/11/2022;I900665;2269651;G04202
